Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
44, 'Knowledge of official languages' refers to whether the person can conduct a conversation in English only  French only  in both or in neither language. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home.,,,,,,,,,,,,,
,'Knowledge of non-official languages' refers to whether the person can conduct a conversation in a language other than English or French. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home. The number of languages that can be reported may vary between surveys  depending on the objectives of the survey.,,,,,,,,,,,,,
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.,,,,,,,,,,,,,
,This is a total population count. The sum of the languages in this table is greater than the total population count because a person may report more than one language in the census.,,,,,,,,,,,,,
,n.i.e. = not included elsewhere,,,,,,,,,,,,,
,n.o.s. = not otherwise specified,,,,,,,,,,,,,
45, 'Citizenship' refers to the country where the person has citizenship. A person may have more than one citizenship. A person may be stateless  that is  they may have no citizenship. Citizenship can be by birth or naturalization.,,,,,,,,,,,,,
,For more information on citizenship variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Place of Birth  Generation Status  Citizenship and Immigration Reference Guide  Census of Population  2016.,,,,,,,,,,,,,
46, 'Canadian citizens' includes persons who are citizens of Canada only and persons who are citizens of Canada and at least one other country.,,,,,,,,,,,,,
47, 'Not Canadian citizens' includes persons who are not citizens of Canada. They may be citizens of one or more other countries. Persons who are stateless are included in this category.,,,,,,,,,,,,,
48, Immigrant status refers to whether the person is a non-immigrant  an immigrant or a non-permanent resident.,,,,,,,,,,,,,
,Period of immigration refers to the period in which the immigrant first obtained landed immigrant or permanent resident status.,,,,,,,,,,,,,
,For more information on immigration variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Place of Birth  Generation Status  Citizenship and Immigration Reference Guide  Census of Population  2016.,,,,,,,,,,,,,
49, 'Non-immigrants' includes persons who are Canadian citizens by birth.,,,,,,,,,,,,,
50, 'Immigrants' includes persons who are  or who have ever been  landed immigrants or permanent residents. Such persons have been granted the right to live in Canada permanently by immigration authorities. Immigrants who have obtained Canadian citizenship by naturalization are included in this category. In the 2016 Census of Population  'Immigrants' includes immigrants who landed in Canada on or prior to May 10  2016.,,,,,,,,,,,,,
51, Includes immigrants who landed in Canada on or prior to May 10  2016.,,,,,,,,,,,,,
52, 'Non-permanent residents' includes persons from another country who have a work or study permit or who are refugee claimants  and their family members sharing the same permit and living in Canada with them.,,,,,,,,,,,,,
53, 'Age at immigration' refers to the age at which an immigrant first obtained landed immigrant or permanent resident status.,,,,,,,,,,,,,
,'Immigrant' refers to a person who is  or who has ever been  a landed immigrant or permanent resident. Such a person has been granted the right to live in Canada permanently by immigration authorities. Immigrants who have obtained Canadian citizenship by naturalization are included in this group. In the 2016 Census of Population  'Immigrant' includes immigrants who landed in Canada on or prior to May 10  2016.,,,,,,,,,,,,,
