Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
155, 'Other interdisciplinary physical and life sciences' includes '30.18 Natural sciences ' '30.19 Nutrition sciences ' '30.27 Human biology' and '30.32 Marine sciences.',,,,,,,,,,,,,
156, 'Interdisciplinary mathematics  computer and information sciences' includes '30.06 Systems science and theory ' '30.08 Mathematics and computer science' and '30.30 Computational science.',,,,,,,,,,,,,
157, 'Location of study' refers to either:,,,,,,,,,,,,,
,    *the province  territory or country of the institution from which a person obtained a certificate  diploma or degree  or;,,,,,,,,,,,,,
,    *the province  territory or country of the institution that a person attended during a specified reference period  or for a specific level of education.,,,,,,,,,,,,,
,In both cases  location of study refers to the location of the institution granting the certificate  diploma or degree  not the location of the person at the time he or she obtained the qualification or was attending the institution. The geographic location is specified according to boundaries current at the time the data are collected  not the boundaries at the time of study.,,,,,,,,,,,,,
,This is a summary variable that indicates whether the 'Location of study' of the person's highest certificate  diploma or degree was the same province or territory where the person lived at the time of the 2016 Census of Population  a different Canadian province or territory  or outside Canada. This variable is derived from 'Location of study' and 'Province or territory of current residence.' It only applies to individuals who had completed a postsecondary certificate  diploma or degree.,,,,,,,,,,,,,
,'Location of study outside Canada' may be further sub-classified using the Standard Classification of Countries and Areas of Interest (SCCAI). When using the SCCAI for this sub-classification  the class 'Canada' is not used.,,,,,,,,,,,,,
,This variable is reported for persons aged 15 years and over in private households.,,,,,,,,,,,,,
,For information on collection  classification and data quality for 'Location of study compared with province or territory of residence ' refer to the Education Reference Guide  Census of Population  2016  Catalogue no. 98-500-X2016013.,,,,,,,,,,,,,
158, 'Postsecondary certificate  diploma or degree' includes 'apprenticeship or trades certificate or diploma ' 'college  CEGEP or other non-university certificate or diploma' and university certificates  diplomas and degrees.,,,,,,,,,,,,,
159, Refers to all locations of study outside Canada  including the six locations outside Canada most often reported at the national level. These will not necessarily be the top six countries for other geographies.,,,,,,,,,,,,,
160, The official name of United States is United States of America.,,,,,,,,,,,,,
161, The official name of United Kingdom is United Kingdom of Great Britain and Northern Ireland. United Kingdom includes Scotland  Wales  England and Northern Ireland (excludes Isle of Man  the Channel Islands and British Overseas Territories).,,,,,,,,,,,,,
162, China excludes Hong Kong and Macao.,,,,,,,,,,,,,
163, Refers to whether a person aged 15 years and over was employed  unemployed or not in the labour force during the week of Sunday  May 1 to Saturday  May 7  2016.,,,,,,,,,,,,,
,Early enumeration was conducted in remote  isolated parts of the provinces and territories. When enumeration has taken place before May 2016  the reference date used is the date on which the household was enumerated.,,,,,,,,,,,,,
,In the past  this variable was called Labour force activity.,,,,,,,,,,,,,
164, Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held  even if only for a few hours  and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week).,,,,,,,,,,,,,
165, Includes persons aged 15 years and over who never worked  persons who worked prior to 2015 and persons who worked in 2016  but not in 2015.,,,,,,,,,,,,,
166, Includes persons aged 15 years and over who worked full year (49 weeks and over) and mostly full time (30 hours or more per week) in 2015.,,,,,,,,,,,,,
167, Includes persons aged 15 years and over who worked full year mostly part time or part year mostly full time or part year mostly part time in 2015. Part year is less than 49 weeks and part time is less than 30 hours per week.,,,,,,,,,,,,,
168, Class of worker refers to whether a person aged 15 years and over is an employee or is self-employed.,,,,,,,,,,,,,
169, Includes unemployed persons aged 15 years and over who have never worked for pay or in self-employment  or who had last worked prior to January 1  2015.,,,,,,,,,,,,,
170, Includes the experienced labour force which refers to persons aged 15 years and over who  during the week of Sunday  May 1 to Saturday  May 7  2016  were employed and the unemployed who had last worked for pay or in self-employment in either 2015 or 2016.,,,,,,,,,,,,,
171, Includes persons aged 15 years and over with or without an incorporated business with paid help or without paid help  as well as unpaid family workers.,,,,,,,,,,,,,
172, Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,,,,,,,,,,
173, Refers to the general nature of the business carried out in the establishment where the person worked. The data are produced according to the NAICS 2012.,,,,,,,,,,,,,
